(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(1, 2023.0)
(0, 2023.0)
(3, 2023.0)
(56, 2023.0)
(13, 2023.0)
(12, 2023.0)
(19, 2023.0)
(4, 2023.0)
(0, 2023.0)
(0, 2023.0)
(9, 2023.0)
(1715, 2023.0)
(7, 2023.0)
(2, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(39, 2022.0)
(17, 2022.0)
(25, 2022.0)
(2, 2022.0)
(0, 2022.0)
(1, 2022.0)
(8, 2022.0)
(10, 2022.0)
(8, 2022.0)
(4, 2022.0)
(22, 2022.0)
(0, 2022.0)
(126, 2022.0)
(20, 2022.0)
(20, 2022.0)
(8, 2022.0)
(0, 2022.0)
(26, 2022.0)
(63, 2022.0)
(0, 2022.0)
(3, 2022.0)
(345, 2022.0)
(75, 2022.0)
(11, 2022.0)
(87, 2022.0)
(6, 2022.0)
(95, 2022.0)
(21, 2022.0)
(64, 2022.0)
(6, 2022.0)
(1, 2022.0)
(176, 2021.0)
(1, 2021.0)
(2, 2021.0)
(1, 2021.0)
(54, 2021.0)
(8, 2021.0)
(91, 2021.0)
(2, 2021.0)
(0, 2021.0)
(1, 2021.0)
(6, 2021.0)
(15, 2021.0)
(89, 2021.0)
(57, 2021.0)
(11, 2021.0)
(191, 2021.0)
(94, 2021.0)
(24, 2021.0)
(29, 2021.0)
(110, 2021.0)
(14, 2021.0)
(7, 2020.0)
(15, 2020.0)
(28, 2020.0)
(11, 2020.0)
(9, 2020.0)
(3, 2020.0)
(186, 2020.0)
(25, 2020.0)
(15, 2020.0)
(1, 2020.0)
(11, 2020.0)
(32, 2020.0)
(70, 2020.0)
(28, 2020.0)
(28, 2020.0)
(9998, 2020.0)
(41, 2020.0)
(33, 2020.0)
(141, 2020.0)
(283, 2020.0)
(1437, 2020.0)
(887, 2019.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(1, 2023.0)
(12, 2022.0)
(0, 2022.0)
(1, 2022.0)
(2, 2022.0)
(7, 2022.0)
(0, 2022.0)
(0, 2022.0)
(0, 2021.0)
(13, 2021.0)
(1, 2021.0)
(0, 2021.0)
(4, 2020.0)
(0, 2020.0)
(1, 2020.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(6, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(1, 2023.0)
(11, 2023.0)
(3, 2023.0)
(0, 2023.0)
(3, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(2, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(1, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(3, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(4, 2023.0)
(1, 2023.0)
(0, 2023.0)
(47, 2023.0)
(0, 2023.0)
(0, 2023.0)
(3, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(4, 2023.0)
(2, 2023.0)
(13, 2023.0)
(1, 2023.0)
(2, 2023.0)
(1, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(6, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(3, 2023.0)
(1, 2023.0)
(2, 2023.0)
(0, 2023.0)
(1, 2023.0)
(8, 2023.0)
(2, 2023.0)
(0, 2023.0)
(8, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(3, 2023.0)
(3, 2023.0)
(2, 2023.0)
(1, 2023.0)
(3, 2023.0)
(0, 2023.0)
(473, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(29, 2023.0)
(0, 2023.0)
(2, 2023.0)
(5, 2023.0)
(1, 2023.0)
(2, 2023.0)
(0, 2023.0)
(1, 2023.0)
(5, 2023.0)
(5, 2023.0)
(2, 2023.0)
(3, 2023.0)
(42, 2023.0)
(6, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(4, 2023.0)
(12, 2023.0)
(0, 2023.0)
(7, 2023.0)
(1, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(2, 2023.0)
(13, 2023.0)
(2, 2023.0)
(0, 2023.0)
(0, 2023.0)
(10, 2023.0)
(5, 2023.0)
(9, 2023.0)
(2, 2023.0)
(0, 2023.0)
(9, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(5, 2023.0)
(3, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(2, 2023.0)
(2, 2023.0)
(6, 2023.0)
(9, 2023.0)
(1, 2023.0)
(24, 2023.0)
(1, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(1, 2023.0)
(1, 2023.0)
(0, 2023.0)
(3, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(12, 2023.0)
(1, 2023.0)
(2, 2023.0)
(4, 2023.0)
(1, 2023.0)
(3, 2023.0)
(0, 2023.0)
(1, 2023.0)
(2, 2023.0)
(0, 2023.0)
(1, 2023.0)
(0, 2023.0)
(4, 2023.0)
(0, 2023.0)
(0, 2023.0)
(12, 2023.0)
(0, 2023.0)
(19, 2023.0)
(2, 2023.0)
(0, 2023.0)
(2, 2023.0)
(3, 2023.0)
(1, 2023.0)
(0, 2023.0)
(0, 2023.0)
(0, 2023.0)
(9, 2023.0)
(1, 2023.0)
(0, 2023.0)
(2, 2023.0)
(0, 2023.0)
(1, 2023.0)
(3, 2023.0)
(1, 2023.0)
(0, 2023.0)
(4, 2023.0)
(3, 2023.0)
(0, 2023.0)
(3, 2023.0)
